name1,name2,latitude,longtitude,comments
Palestine,Texas,31.779674576708395,-95.71370644433114,
FortSumner,NewMexico,34.472215586062006,-104.24618931407925,
PacificMissileRangeFacility,Hawaii,22.035267485465482,-159.78211833429012
AliceSprings,Australia,-23.694421626036306,133.88287652581423,
McMurdoStation,Antarctica,-77.83450239724394,166.75250270638463,
EsrangeKiruna,Sweden,67.88375924146638,21.124208538783996,
Wanaka,NewZealand,-44.695345875880825,169.140666826307,
Taikichou,Japan,42.49951417092142,143.43338871511546,
